id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
200,2,1,50,What is the purpose of checking the fuel tank during the walk-around inspection?,Only to check the fuel level,"To verify the tank is securely mounted, not leaking, and the cap is tight",Only to check the fuel brand,Fuel tanks do not need inspection,B,"During the walk-around, verify the fuel tank is securely mounted to the frame, there are no leaks from the tank or fuel lines, and the fuel cap is on tight and secure. A fuel leak is an extreme fire hazard.",knowledge-test-class-a-2-q50-what-is-the-purpose-of-checking-the-fuel-tank-during-the-wal,2026-02-14 23:53:25.617005+00
201,3,1,1,What is the function of the air compressor in an air brake system?,To store compressed air in the brake drums,To pump air into the air storage tanks,To release air from the braking system,To cool the brake linings,B,"The air compressor pumps air into the air storage tanks, building up and maintaining the air pressure needed to operate the air brake system.",air-brakes-1-q1-what-is-the-function-of-the-air-compressor-in-an-air-brake-s,2026-02-14 23:53:40.337482+00
202,3,1,2,The governor controls the air compressor by:,Regulating brake pedal pressure,Cutting in at 100 PSI and cutting out at 125 PSI,Cutting in at 125 PSI and cutting out at 150 PSI,Monitoring brake pad wear,B,The governor controls when the air compressor pumps air. It cuts in at around 100 PSI to start building pressure and cuts out at around 125 PSI when the tanks are sufficiently charged.,air-brakes-1-q2-the-governor-controls-the-air-compressor-by,2026-02-14 23:53:40.337482+00
203,3,1,3,Why should you drain air tanks regularly?,To prevent the compressor from overheating,To remove water and oil that collect and can damage the brakes,To reduce air pressure to safe levels,To test the low air pressure warning,B,"Compressed air contains water and compressor oil. These accumulate in air tanks and can damage the braking system, cause corrosion, and reduce braking effectiveness, especially in cold weather when water can freeze.",air-brakes-1-q3-why-should-you-drain-air-tanks-regularly,2026-02-14 23:53:40.337482+00
204,3,1,4,What does the safety valve on an air brake system do?,Opens at 60 PSI to warn the driver,Opens at 150 PSI to protect the tank from over-pressurization,Closes at 125 PSI to stop air flow,Releases air when the brake pedal is pressed,B,The safety valve is installed in the first tank the air compressor pumps air into. It protects the tank and the system from too much pressure by automatically opening (popping off) if pressure reaches 150 PSI.,air-brakes-1-q4-what-does-the-safety-valve-on-an-air-brake-system-do,2026-02-14 23:53:40.337482+00
205,3,1,5,What is the purpose of an alcohol evaporator in an air brake system?,To clean the air lines,To help reduce the risk of ice forming in air brake valves during cold weather,To lubricate the compressor,To improve fuel efficiency,B,An alcohol evaporator introduces alcohol into the air system to help reduce the risk of ice forming in air brake valves and other parts during cold weather. Ice blockages can prevent brakes from working properly.,air-brakes-1-q5-what-is-the-purpose-of-an-alcohol-evaporator-in-an-air-brake,2026-02-14 23:53:40.337482+00
206,3,1,6,A dual air brake system has:,Two complete sets of brake drums,Two separate air brake systems with a single set of controls,Two brake pedals for redundancy,Two air compressors,B,"A dual air brake system has two separate air brake systems that use a single set of brake controls. The primary system typically operates the rear axle brakes, and the secondary system operates the front axle brakes, providing redundancy.",air-brakes-1-q6-a-dual-air-brake-system-has,2026-02-14 23:53:40.337482+00
207,3,1,7,"If one system in a dual air brake system fails, what happens?",All braking is lost immediately,The other system can still provide some braking power,The parking brake automatically engages,The vehicle cannot be driven at all,B,"If one air brake system in a dual system fails, the other system can still provide braking. However, the remaining system will not have full normal braking power, so you should get the vehicle off the road and repaired as soon as safely possible.",air-brakes-1-q7-if-one-system-in-a-dual-air-brake-system-fails-what-happens,2026-02-14 23:53:40.337482+00
208,3,1,8,"When you press the brake pedal in an air brake system, you are operating the:",Spring brakes,Service brakes,Parking brakes,Emergency brakes,B,"Pressing the brake pedal applies the service brakes, which use air pressure to push foundation brake components against the drums or rotors to slow and stop the vehicle. This is different from spring brakes, which are used for parking.",air-brakes-1-q8-when-you-press-the-brake-pedal-in-an-air-brake-system-you-ar,2026-02-14 23:53:40.337482+00
209,3,1,9,Foundation brakes are used at each wheel. The most common type is the:,Wedge brake,Disc brake,S-cam drum brake,Hydraulic brake,C,"The most common type of foundation brake found on heavy commercial vehicles is the S-cam drum brake. When air pressure is applied, it pushes a rod out that turns a cam shaped like the letter S, which forces the brake shoes against the drum.",air-brakes-1-q9-foundation-brakes-are-used-at-each-wheel-the-most-common-typ,2026-02-14 23:53:40.337482+00
210,3,1,10,"In an S-cam brake, what component forces the brake shoes apart and against the drum?",The slack adjuster,The push rod,The S-cam,The brake chamber,C,"The S-cam is a shaft with a cam shaped like the letter S. When the push rod pushes the slack adjuster, the slack adjuster turns the S-cam, which twists and forces the brake shoes apart and presses them against the inside of the brake drum.",air-brakes-1-q10-in-an-s-cam-brake-what-component-forces-the-brake-shoes-apar,2026-02-14 23:53:40.337482+00
211,3,1,11,How do wedge brakes differ from S-cam brakes?,Wedge brakes use a wedge pushed between the brake shoes instead of an S-cam,Wedge brakes only work on front axles,Wedge brakes do not use air pressure,Wedge brakes are only used on trailers,A,"In wedge brakes, the brake chamber push rod pushes a wedge directly between the ends of the brake shoes, forcing them apart and against the brake drum. Unlike S-cam brakes, they do not use a slack adjuster or S-cam mechanism.",air-brakes-1-q11-how-do-wedge-brakes-differ-from-s-cam-brakes,2026-02-14 23:53:40.337482+00
212,3,1,12,What should the air pressure gauge reading be in a typical air brake system during normal operation?,Between 50 and 75 PSI,Between 100 and 125 PSI,Between 130 and 150 PSI,Between 60 and 80 PSI,B,"During normal operation, the air pressure in the system should be maintained between approximately 100 and 125 PSI. The governor cuts in at about 100 PSI to build pressure and cuts out at about 125 PSI.",air-brakes-1-q12-what-should-the-air-pressure-gauge-reading-be-in-a-typical-a,2026-02-14 23:53:40.337482+00
213,3,1,13,The low air pressure warning signal must activate before air pressure drops below:,80 PSI,55 PSI,60 PSI,45 PSI,C,Federal and state regulations require that a low air pressure warning signal activates before the air pressure in the system drops below 60 PSI. This gives the driver time to stop safely before pressure drops too low for the brakes to work.,air-brakes-1-q13-the-low-air-pressure-warning-signal-must-activate-before-air,2026-02-14 23:53:40.337482+00
214,3,1,14,What typically happens when the low air pressure warning activates?,The engine shuts off,A red warning light and/or buzzer comes on,The transmission locks,The parking brake releases,B,"When air pressure drops to about 60 PSI or below, a low air pressure warning device activates. This is usually a red warning light, a buzzer (wig-wag), or both. The driver should stop immediately and safely when this warning activates.",air-brakes-1-q14-what-typically-happens-when-the-low-air-pressure-warning-act,2026-02-14 23:53:40.337482+00
215,3,1,15,Spring brakes will automatically engage when air pressure drops to between:,60 and 80 PSI,20 and 45 PSI,100 and 125 PSI,5 and 10 PSI,B,"Spring brakes are held in the released position by air pressure. When air pressure drops to between 20 and 45 PSI, the springs are strong enough to overcome the remaining air pressure and apply the brakes automatically.",air-brakes-1-q15-spring-brakes-will-automatically-engage-when-air-pressure-dr,2026-02-14 23:53:40.337482+00
216,3,1,16,Why should you never use the brake pedal to hold your vehicle on a hill when the spring brakes are engaged?,It wastes fuel,"Air pressure could leak away, releasing the service brakes and causing the vehicle to roll",It causes excessive tire wear,It damages the air compressor,B,"If you use the brake pedal (service brakes) to hold your vehicle and the air leaks away, you will lose braking. Spring brakes, on the other hand, are applied mechanically by springs and do not depend on air pressure to remain engaged.",air-brakes-1-q16-why-should-you-never-use-the-brake-pedal-to-hold-your-vehicl,2026-02-14 23:53:40.337482+00
217,3,1,17,The parking brake in vehicles with air brakes is applied using:,The brake pedal,A yellow diamond-shaped push-pull control knob,The trailer hand valve,A foot-operated lever,B,"In vehicles with air brakes, the parking brake is controlled by a yellow, diamond-shaped push-pull control knob on the dashboard. Pulling the knob out applies the parking brakes (spring brakes), and pushing it in releases them.",air-brakes-1-q17-the-parking-brake-in-vehicles-with-air-brakes-is-applied-usi,2026-02-14 23:53:40.337482+00
218,3,1,18,At what PSI does the governor typically cut in to start the air compressor?,60 PSI,125 PSI,100 PSI,150 PSI,C,"The governor cuts in (starts the compressor pumping) at approximately 100 PSI. This means when air pressure drops to around 100 PSI during normal use, the compressor begins refilling the tanks.",air-brakes-1-q18-at-what-psi-does-the-governor-typically-cut-in-to-start-the,2026-02-14 23:53:40.337482+00
219,3,1,19,At what PSI does the governor typically cut out to stop the air compressor?,100 PSI,150 PSI,60 PSI,125 PSI,D,The governor cuts out (stops the compressor from pumping) at approximately 125 PSI. This prevents over-pressurization of the system during normal operation while maintaining adequate braking pressure.,air-brakes-1-q19-at-what-psi-does-the-governor-typically-cut-out-to-stop-the,2026-02-14 23:53:40.337482+00
220,3,1,20,"During an air leakage rate test for a single vehicle (not a combination), the air pressure drop should be less than:",4 PSI per minute,3 PSI per minute,2 PSI per minute,1 PSI per minute,C,"For a single vehicle with a fully charged air system, the air leakage rate should be less than 2 PSI per minute with the engine off and brakes applied. A higher leak rate indicates an air leak that must be repaired.",air-brakes-1-q20-during-an-air-leakage-rate-test-for-a-single-vehicle-not-a-c,2026-02-14 23:53:40.337482+00
221,3,1,21,"During an air leakage rate test for a combination vehicle, the air pressure drop should be less than:",2 PSI per minute,5 PSI per minute,3 PSI per minute,4 PSI per minute,C,"For a combination vehicle (tractor-trailer), the air leakage rate should be less than 3 PSI per minute with the engine off and brakes applied. Combination vehicles have more connections and components, so a slightly higher rate is allowed.",air-brakes-1-q21-during-an-air-leakage-rate-test-for-a-combination-vehicle-th,2026-02-14 23:53:40.337482+00
222,3,1,22,Brake lag distance at 55 mph is approximately:,10 feet,22 feet,32 feet,50 feet,C,"At 55 mph, brake lag adds about 32 feet to your stopping distance. Brake lag is the time it takes for the air to travel through the lines and activate the brakes after you press the pedal, which is about one-half second.",air-brakes-1-q22-brake-lag-distance-at-55-mph-is-approximately,2026-02-14 23:53:40.337482+00
223,3,1,23,The delay between pressing the brake pedal and the brakes actually working in an air brake system is called:,Reaction distance,Brake fade,Brake lag,Perception distance,C,"Brake lag is the time delay between when you press the brake pedal and when the brakes actually begin to work. In air brake systems, this delay occurs because air takes time to flow through the lines to the brakes, typically about one-half second.",air-brakes-1-q23-the-delay-between-pressing-the-brake-pedal-and-the-brakes-ac,2026-02-14 23:53:40.337482+00
224,3,1,24,How long is the typical brake lag time in an air brake system?,About one-half second,About two seconds,About three seconds,About one-tenth of a second,A,"The typical brake lag time in an air brake system is about one-half second. This is the time it takes for air to travel through the brake lines after you step on the pedal. At higher speeds, this delay adds significant stopping distance.",air-brakes-1-q24-how-long-is-the-typical-brake-lag-time-in-an-air-brake-syste,2026-02-14 23:53:40.337482+00
225,3,1,25,The total stopping distance for a vehicle with air brakes is made up of:,Perception distance + reaction distance + brake lag distance + braking distance,Reaction distance + braking distance only,Perception distance + braking distance only,Brake lag distance + braking distance only,A,"Total stopping distance for air brake vehicles includes four components: perception distance (time to see the hazard), reaction distance (time to move your foot to the brake), brake lag distance (time for air to reach the brakes), and braking distance (time for the vehicle to stop once brakes are working).",air-brakes-1-q25-the-total-stopping-distance-for-a-vehicle-with-air-brakes-is,2026-02-14 23:53:40.337482+00
226,4,2,1,"Compared to hydraulic brakes, air brakes require more stopping distance because of:",Heavier vehicle weight only,Brake lag distance added by the air system,Smaller brake drums,Lower friction brake materials,B,"Air brakes add brake lag distance that hydraulic brakes do not have. It takes time for air to flow through the lines to the brake chambers, adding about one-half second of delay. Hydraulic systems respond almost instantly because fluid does not compress.",air-brakes-1-q26-compared-to-hydraulic-brakes-air-brakes-require-more-stoppin,2026-02-14 23:53:40.337482+00
227,4,2,2,What is brake fade?,Brakes wearing out over time,A loss of braking power caused by excessive heat from overuse,Air leaking from the brake lines,Brake shoes becoming misaligned,B,"Brake fade is the loss of braking effectiveness that occurs when brakes overheat from excessive or prolonged use. Heat builds up faster than it can be dissipated, reducing friction between brake linings and drums, making the brakes less effective.",air-brakes-1-q27-what-is-brake-fade,2026-02-14 23:53:40.337482+00
228,4,2,3,"When going down a long steep hill, what is the proper braking technique?",Apply brakes continuously all the way down,Use snub braking by applying brakes to slow 5 mph below your safe speed then release,Shift to neutral and coast to save brakes,Only use the parking brake,B,"The correct technique on long downgrades is snub braking. Apply the brakes firmly enough to reduce your speed to about 5 mph below your safe speed for that grade, then release the brakes. Repeat this process. This helps prevent brake fade from overheating.",air-brakes-1-q28-when-going-down-a-long-steep-hill-what-is-the-proper-braking,2026-02-14 23:53:40.337482+00
229,4,2,4,Why is riding the brakes on a long downgrade dangerous?,It can cause the engine to overheat,It causes excessive heat buildup leading to brake fade and possible brake failure,It damages the transmission,It uses too much fuel,B,"Riding the brakes (keeping them applied continuously) on a long downgrade causes excessive heat buildup in the brake drums and linings. This leads to brake fade, where the brakes become less effective, and can ultimately result in complete brake failure.",air-brakes-1-q29-why-is-riding-the-brakes-on-a-long-downgrade-dangerous,2026-02-14 23:53:40.337482+00
230,4,2,5,What should you do if your brakes fail on a downgrade?,Shift to neutral,Look for an escape ramp or other way to safely get off the road,Turn off the engine,Open the door to increase drag,B,"If your brakes fail on a downgrade, look for an escape ramp, an open field, or any other safe way to stop. Escape ramps use a long bed of loose material to slow and stop a vehicle. Downshift to use engine braking and do not shift to neutral.",air-brakes-1-q30-what-should-you-do-if-your-brakes-fail-on-a-downgrade,2026-02-14 23:53:40.337482+00
231,4,2,6,"In emergency braking with air brakes (no ABS), the best method is to:",Brake as hard as possible and hold the pedal down,Apply brakes firmly without locking the wheels and steer to safety,Pump the brakes rapidly,Apply the parking brake immediately,B,"During emergency braking without ABS, you should apply the brakes firmly while avoiding wheel lockup. Locked wheels cause skidding and loss of steering control. Controlled braking (braking as hard as you can without locking wheels) is the most effective method.",air-brakes-1-q31-in-emergency-braking-with-air-brakes-no-abs-the-best-method,2026-02-14 23:53:40.337482+00
232,4,2,7,What does ABS (Anti-Lock Braking System) do on air brake equipped vehicles?,Automatically stops the vehicle faster,Prevents wheel lockup so you maintain steering control during hard braking,Eliminates the need for brake maintenance,Increases air pressure in the tanks,B,ABS uses sensors on the wheels to detect lockup and automatically reduces and reapplies brake pressure to prevent wheels from locking. This helps the driver maintain steering control during hard braking. ABS does not necessarily shorten stopping distance.,air-brakes-1-q32-what-does-abs-anti-lock-braking-system-do-on-air-brake-equip,2026-02-14 23:53:40.337482+00
233,4,2,8,Does ABS shorten your stopping distance?,"Yes, it always shortens stopping distance significantly","No, ABS does not necessarily shorten stopping distance","Yes, by at least 50 percent",Only on wet roads,B,"ABS does not necessarily shorten stopping distance. Its primary purpose is to prevent wheel lockup so the driver can maintain steering control during hard braking. On some surfaces, stopping distance may be similar or even slightly longer, but vehicle control is maintained.",air-brakes-1-q33-does-abs-shorten-your-stopping-distance,2026-02-14 23:53:40.337482+00
234,4,2,9,How should you brake when your vehicle has ABS?,Pump the brake pedal rapidly,Brake normally and do not let up on the pedal when you feel it pulsing,Apply brakes lightly only,Use the parking brake instead,B,"When braking with ABS, you should brake normally. If you need to stop quickly, press the brake pedal firmly and do not let up, even if you feel the pedal pulsing or vibrating. The pulsing is the ABS working. Do not pump ABS brakes.",air-brakes-1-q34-how-should-you-brake-when-your-vehicle-has-abs,2026-02-14 23:53:40.337482+00
235,4,2,10,How can you tell if your vehicle is equipped with ABS?,The vehicle will have a yellow ABS malfunction lamp on the instrument panel,There will be a special ABS sticker on the steering wheel,The brake pedal will be a different color,There is no way to tell from the cab,A,"Vehicles equipped with ABS have a yellow ABS malfunction lamp on the instrument panel. This lamp comes on at start-up for a bulb check and then turns off. If it stays on, it indicates an ABS malfunction, though normal brakes will still work.",air-brakes-1-q35-how-can-you-tell-if-your-vehicle-is-equipped-with-abs,2026-02-14 23:53:40.337482+00
236,4,2,11,How long should it take for air pressure to build from 50 to 90 PSI with the engine at operating RPM?,Within 5 minutes,Within 10 minutes,Within 3 minutes,Within 1 minute,C,"The air compressor should build air pressure from 50 to 90 PSI within 3 minutes with the engine at operating RPM. If it takes longer, the air compressor or the system may have a problem that needs to be repaired before driving.",air-brakes-1-q36-how-long-should-it-take-for-air-pressure-to-build-from-50-to,2026-02-14 23:53:40.337482+00
237,4,2,12,"If the air compressor takes longer than 3 minutes to build pressure from 50 to 90 PSI, this indicates:",Normal operation in cold weather,A possible problem with the compressor or system that needs repair,The governor needs adjustment,The safety valve is working correctly,B,"If the air compressor cannot build pressure from 50 to 90 PSI within 3 minutes with the engine running at operating RPM, there is likely a problem. Possible causes include a worn compressor, air leaks, or a defective governor.",air-brakes-1-q37-if-the-air-compressor-takes-longer-than-3-minutes-to-build-p,2026-02-14 23:53:40.337482+00
238,4,2,13,The safety valve in the air brake system opens automatically at:,100 PSI,125 PSI,60 PSI,150 PSI,D,"The safety valve is designed to protect the air system from overpressurization. It opens automatically at 150 PSI to release excess air pressure. If the safety valve must open, something is wrong with the system, likely a malfunctioning governor.",air-brakes-1-q38-the-safety-valve-in-the-air-brake-system-opens-automatically,2026-02-14 23:53:40.337482+00
239,4,2,14,"If the safety valve has to release air, what is the likely problem?",The drain valves are stuck open,The governor or compressor unloading mechanism is malfunctioning,The brake pedal is stuck,The slack adjusters are too tight,B,"If the safety valve releases air, it means pressure has exceeded 150 PSI. This likely indicates a malfunctioning governor that is not cutting out the compressor at 125 PSI, or the compressor unloading mechanism has failed.",air-brakes-1-q39-if-the-safety-valve-has-to-release-air-what-is-the-likely-pr,2026-02-14 23:53:40.337482+00
240,4,2,15,What is the purpose of front brake limiting valves found on some older vehicles?,To increase front brake pressure on slippery roads,To reduce front brake pressure to prevent front wheel skids on slippery surfaces,To lock the front brakes during emergency stops,To balance air between the primary and secondary systems,B,"Front brake limiting valves were used on older vehicles to reduce air pressure to the front brakes, typically to about 50 percent of normal, on slippery surfaces. This was to help prevent front wheel lockup and loss of steering control.",air-brakes-1-q40-what-is-the-purpose-of-front-brake-limiting-valves-found-on,2026-02-14 23:53:40.337482+00
241,4,2,16,Should you use the front brake limiting valve in the normal or slippery position during normal driving?,Always in the slippery position,Always in the normal position to have full front braking power,It does not matter,Only use it when going uphill,B,The front brake limiting valve should be kept in the normal position during everyday driving to take full advantage of front brake stopping power. Reducing front brake pressure unnecessarily increases stopping distance. Many experts advise removing these valves.,air-brakes-1-q41-should-you-use-the-front-brake-limiting-valve-in-the-normal,2026-02-14 23:53:40.337482+00
242,4,2,17,What are glad hands?,The rubber seals on brake chambers,Coupling devices that connect air lines between the tractor and trailer,Handles on the brake drums for inspection,The release valves on air tanks,B,Glad hands are the coupling devices used to connect the air lines between the tractor and trailer in a combination vehicle. They snap together and have rubber seals (grommets) to prevent air leaks at the connection point.,air-brakes-1-q42-what-are-glad-hands,2026-02-14 23:53:40.337482+00
243,4,2,18,What can happen if glad hand connections are not properly sealed?,The engine will not start,Air leaks that can reduce braking performance or cause brake failure,The trailer lights will not work,The fifth wheel will not lock,B,"Improperly sealed glad hand connections cause air leaks in the brake system. This can lead to reduced air pressure, poor braking performance, and potentially brake failure. Always check that glad hand seals are in good condition and connections are secure.",air-brakes-1-q43-what-can-happen-if-glad-hand-connections-are-not-properly-se,2026-02-14 23:53:40.337482+00
244,4,2,19,"When coupling glad hands, what should you check for?",That the rubber seals are in good condition and free of damage,That the glad hands are painted the same color,That the air lines are the same length,That the trailer wheels are chocked on both sides,A,"When coupling glad hands, you should inspect the rubber grommets (seals) to make sure they are in good condition and free of cracks, damage, or debris. Damaged seals will cause air leaks that reduce braking ability.",air-brakes-1-q44-when-coupling-glad-hands-what-should-you-check-for,2026-02-14 23:53:40.337482+00
245,4,2,20,What do air brake gauges tell you?,The temperature of the brake drums,How much air pressure is in the air tanks,The thickness of the brake pads,How fast the vehicle is going,B,"Air brake gauges on the dashboard indicate the amount of air pressure in the air tanks, measured in PSI. In dual air brake systems, there are gauges for each system (primary and secondary). Monitoring these gauges is critical for safe operation.",air-brakes-1-q45-what-do-air-brake-gauges-tell-you,2026-02-14 23:53:40.337482+00
246,4,2,21,What should you do if the low air pressure warning comes on while driving?,Continue driving to the next rest stop,Speed up to build air pressure faster,Stop and safely park as soon as possible,Turn off the warning light and continue,C,"If the low air pressure warning activates while driving, you should stop and safely park as soon as possible. Continuing to drive risks a further drop in pressure, which will cause the spring brakes to lock up suddenly, possibly causing a loss of control.",air-brakes-1-q46-what-should-you-do-if-the-low-air-pressure-warning-comes-on,2026-02-14 23:53:40.337482+00
247,4,2,22,What is the slack adjuster used for in an S-cam brake?,To adjust the distance between the brake shoes and the drum,To connect the air line to the brake chamber,To measure air pressure at the wheel,To lubricate the brake drum,A,The slack adjuster connects the push rod to the S-cam and is used to adjust the clearance between the brake shoes and the brake drum. Proper adjustment is critical because too much slack means the brakes will not apply fully.,air-brakes-1-q47-what-is-the-slack-adjuster-used-for-in-an-s-cam-brake,2026-02-14 23:53:40.337482+00
248,4,2,23,What happens to braking ability if the slack adjusters are out of adjustment?,Braking will be smoother,The brakes may not work properly or could fail because the push rod travels too far,The air compressor will build pressure faster,"Nothing, as the ABS compensates automatically",B,"If the slack adjusters are out of adjustment, the push rod has to travel too far to move the brake shoes against the drum. This reduces braking power and can lead to brake failure. Out-of-adjustment brakes are a leading cause of truck accidents.",air-brakes-1-q48-what-happens-to-braking-ability-if-the-slack-adjusters-are-o,2026-02-14 23:53:40.337482+00
249,4,2,24,How should you test that the low air pressure warning works during a pre-trip inspection?,By turning on the ignition and checking if the light comes on briefly,By pumping the brake pedal with the engine off to reduce air pressure and verify the warning activates before 60 PSI,By disconnecting an air line,By pressing the horn button,B,"To test the low air pressure warning, turn the engine off with a fully charged system, then repeatedly press and release the brake pedal to reduce air pressure. The low air pressure warning light and/or buzzer should activate before the pressure drops below 60 PSI.",air-brakes-1-q49-how-should-you-test-that-the-low-air-pressure-warning-works,2026-02-14 23:53:40.337482+00
250,4,2,25,Automatic drain valves on air tanks:,Must be manually operated every day,Automatically expel water and oil that accumulate in the tanks,Regulate the air pressure in the system,Are only found on trailer air tanks,B,"Automatic drain valves are installed on air tanks to automatically expel accumulated water, oil, and other contaminants. Even with automatic valves, it is good practice to manually drain the tanks periodically to ensure they are working properly.",air-brakes-1-q50-automatic-drain-valves-on-air-tanks,2026-02-14 23:53:40.337482+00
251,5,1,1,What color is the service air line on a combination vehicle?,Red,Blue,Green,Yellow,B,The service air line is blue. It carries air controlled by the foot brake or the trailer hand valve to operate the trailer brakes.,combination-1-q1-what-color-is-the-service-air-line-on-a-combination-vehicle,2026-02-14 23:54:00.807871+00
252,5,1,2,What color is the emergency (supply) air line on a combination vehicle?,Blue,Yellow,Red,Black,C,The emergency or supply air line is red. It supplies air to the trailer air tanks and controls the emergency brakes on the trailer.,combination-1-q2-what-color-is-the-emergency-supply-air-line-on-a-combination,2026-02-14 23:54:00.807871+00
253,5,1,3,At what PSI range does the tractor protection valve automatically close?,5-10 PSI,20-45 PSI,50-60 PSI,60-80 PSI,B,The tractor protection valve closes automatically when air pressure drops to the range of 20 to 45 PSI. This prevents further loss of air from the tractor and applies the trailer emergency brakes.,combination-1-q3-at-what-psi-range-does-the-tractor-protection-valve-automati,2026-02-14 23:54:00.807871+00
254,5,1,4,What is the purpose of the tractor protection valve?,To protect the trailer brakes from overheating,To keep air in the tractor brake system if the trailer breaks away or develops a bad leak,To regulate fuel flow to the engine,To lock the kingpin into the fifth wheel,B,The tractor protection valve keeps air in the tractor brake system in case the trailer breaks away or develops a serious air leak. It prevents the tractor from losing all its air pressure.,combination-1-q4-what-is-the-purpose-of-the-tractor-protection-valve,2026-02-14 23:54:00.807871+00
255,5,1,5,What knob color is the trailer air supply control?,Blue,Yellow,Green,Red,D,"The trailer air supply control is a red octagonal knob. Pushing it in supplies air to the trailer, and pulling it out shuts off the air supply and activates the trailer emergency brakes.",combination-1-q5-what-knob-color-is-the-trailer-air-supply-control,2026-02-14 23:54:00.807871+00
256,5,1,6,Why should the trailer hand valve (trolley valve) NOT be used for parking?,It uses too much air,"Air can leak away and release the brakes, allowing the trailer to move",It damages the brake drums,It is illegal in all states,B,"The trailer hand valve should never be used for parking because air can leak away over time. If the air leaks out, the brakes will release and the trailer could move. Always use the parking brakes for parking.",combination-1-q6-why-should-the-trailer-hand-valve-trolley-valve-not-be-used,2026-02-14 23:54:00.807871+00
257,5,1,7,What should you do immediately after locking the kingpin into the fifth wheel during coupling?,Raise the landing gear,Connect the air lines,Pull the tractor forward gently to test the coupling,Connect the electrical cord,C,"After the kingpin locks into the fifth wheel, you should pull the tractor forward gently to test that the fifth wheel has locked onto the kingpin properly. This tug test is critical to ensure a secure coupling.",combination-1-q7-what-should-you-do-immediately-after-locking-the-kingpin-int,2026-02-14 23:54:00.807871+00
258,5,1,8,"During the coupling procedure, what height should the trailer be?",Higher than the center of the fifth wheel so it is raised when coupled,At the same height as the fifth wheel,Slightly lower than the center of the fifth wheel so the trailer is raised slightly by the tractor,As low as possible to the ground,C,"The trailer should be at the correct height so that it is raised slightly by the tractor when the tractor backs under it. If the trailer is too low, the tractor may strike and damage the nose of the trailer. If too high, the trailer may not couple correctly.",combination-1-q8-during-the-coupling-procedure-what-height-should-the-trailer,2026-02-14 23:54:00.807871+00
259,5,1,9,What is the first step when uncoupling a trailer?,Lower the landing gear,Disconnect the air lines,Secure the trailer by chocking wheels or using parking brakes,Unlock the fifth wheel,C,"The first step in uncoupling is to secure the trailer to prevent it from moving. This means applying the trailer parking brakes and, if necessary, chocking the wheels. Safety must come first before disconnecting anything.",combination-1-q9-what-is-the-first-step-when-uncoupling-a-trailer,2026-02-14 23:54:00.807871+00
260,5,1,10,What should you inspect the fifth wheel for during a pre-trip inspection?,"Cracks, missing parts, proper greasing, and secure mounting",Paint condition and color,Brand name and model number,Tire tread depth,A,"During a pre-trip inspection, the fifth wheel should be checked for cracks, missing parts, proper greasing of the plate, and secure mounting to the tractor frame. A damaged fifth wheel can lead to a separation of the tractor and trailer.",combination-1-q10-what-should-you-inspect-the-fifth-wheel-for-during-a-pre-tri,2026-02-14 23:54:00.807871+00
261,5,1,11,What does off-tracking mean in combination vehicles?,The trailer tires lose traction on wet roads,"The rear wheels follow a different, shorter path than the front wheels when turning",The trailer brakes activate before the tractor brakes,The GPS loses the vehicle signal,B,"Off-tracking means that when a vehicle goes around a corner, the rear wheels follow a shorter path than the front wheels. The longer the vehicle, the more off-tracking occurs. Drivers must make wider turns to compensate.",combination-1-q11-what-does-off-tracking-mean-in-combination-vehicles,2026-02-14 23:54:00.807871+00
262,5,1,12,What is the crack-the-whip effect?,A sudden acceleration of the tractor,"The tendency for the last trailer in a multi-trailer combination to amplify movements, making it sway more than the front trailers",A technique for backing up a double trailer,The sound brakes make when they are worn,B,"The crack-the-whip effect refers to how the last trailer in a combination amplifies any turning or swerving motion. A small movement at the front becomes a much larger movement at the rear, which can cause the last trailer to roll over.",combination-1-q12-what-is-the-crack-the-whip-effect,2026-02-14 23:54:00.807871+00
263,5,1,13,What is rearward amplification?,Increased braking power at the rear axle,The tendency for the rear trailer in a multi-trailer combination to swing out more during sudden steering movements,Louder noise coming from the rear of the vehicle,Increased visibility from the rear mirrors,B,"Rearward amplification is the tendency for the last trailer in a multi-trailer rig to swing out more during sudden steering changes. In doubles, the rear trailer can amplify steering movements up to two times, and in triples, it can be even more.",combination-1-q13-what-is-rearward-amplification,2026-02-14 23:54:00.807871+00
264,5,1,14,How can you help prevent a jackknife?,Brake hard going into curves,"Avoid over-braking, over-steering, and maintain proper speed for conditions",Always use the trailer hand valve when slowing down,Drive faster to maintain momentum,B,"To prevent jackknifing, avoid over-braking, over-steering, and always travel at speeds appropriate for road and weather conditions. Sudden braking or turning can cause the drive wheels to lose traction and the trailer to push the tractor sideways.",combination-1-q14-how-can-you-help-prevent-a-jackknife,2026-02-14 23:54:00.807871+00
265,5,1,15,What happens during a trailer skid?,The tractor drive wheels lose traction and slide sideways,The trailer wheels lock up and the trailer swings around toward the tractor,The front wheels of the tractor lose steering control,The engine stalls while the vehicle is in motion,B,"During a trailer skid, the trailer wheels lock up and the trailer swings sideways, potentially pushing the tractor forward or to the side. This is usually caused by excessive braking or braking on slippery surfaces.",combination-1-q15-what-happens-during-a-trailer-skid,2026-02-14 23:54:00.807871+00
